file_count,files_processed,io_time,inference_time,total_time,io_fraction,throughput
1000,0,0.42653632164001465,0.0014183521270751953,0.42795467376708984,99.6685742173137,0.0
10000,0,3.597705125808716,0.0012154579162597656,3.5989205837249756,99.96622715372614,0.0
50000,0,14.344541549682617,0.0011878013610839844,14.345729351043701,99.99172017447131,0.0
67751,0,18.355010509490967,0.0015213489532470703,18.356531858444214,99.99171222012426,0.0
