Files,AIDE_Time,DeepVis_Time
10000,0.03301072120666504,0.012601613998413086
100000,0.3301072120666504,0.12744522094726562
500000,1.6505360603332522,0.635169506072998
1000000,3.3010721206665044,1.263662576675415
