file_count,grid_saturation,avg_collisions_per_pixel,expected_max_benign,recall_rate,attacks_detected,attacks_total
1000000,1.0,61.03515625,0.18571160121408525,1.0,10,10
5000000,1.0,305.17578125,0.19969100130080564,1.0,10,10
10000000,1.0,610.3515625,0.20571160121408527,1.0,10,10
25000000,1.0,1525.87890625,0.21367040138752602,1.0,10,10
50000000,1.0,3051.7578125,0.21969100130080566,1.0,10,10
